id,nome,data_nascimento,sexo,peso_kg,altura_m
1735,pessoa_3577,1967-12-31,M,45.6,1.72
1736,pessoa_2212,2001-12-11,M,68.6,1.78
1737,pessoa_3299,2002-08-19,F,71.4,1.67
1738,pessoa_3036,1998-03-26,F,63.4,1.68
1739,pessoa_1499,1978-07-13,F,113.1,1.67
1740,pessoa_1503,2002-07-03,M,68.6,1.8
1741,pessoa_1007,1993-07-08,M,62.7,1.68
1742,pessoa_4180,2006-04-23,F,102.6,1.56
1743,pessoa_3014,1979-03-04,F,64.7,1.57
1744,pessoa_3517,2008-10-26,F,57.8,1.67
1745,pessoa_1468,1982-09-21,M,61.7,1.71
1746,pessoa_1226,1982-06-25,M,101.4,1.79
1747,pessoa_3168,2002-05-10,F,50.1,1.66
1748,pessoa_2268,2010-10-24,M,62.5,1.63
1749,pessoa_3809,1966-11-22,F,74.6,1.53
1750,pessoa_1217,2006-04-04,M,60.3,1.71
1751,pessoa_3977,1972-01-03,F,54.1,1.62
1752,pessoa_4585,1961-11-08,F,52.6,1.49
1753,pessoa_421,2018-10-05,F,30.1,1.27
1754,pessoa_3423,2003-10-21,M,80.1,1.71
1755,pessoa_7,2020-06-14,M,19.8,1.08
1756,pessoa_933,2021-11-20,F,15.8,1.02
1757,pessoa_1692,2001-08-30,M,71.3,1.86
1758,pessoa_440,2014-05-12,F,28.3,1.37
1759,pessoa_1314,2014-03-11,F,52.5,1.34
1760,pessoa_679,2017-02-15,M,28.3,1.27
1761,pessoa_1944,1993-11-21,F,44.0,1.6
1762,pessoa_4611,1954-09-03,M,71.3,1.71
1763,pessoa_3304,1994-05-30,M,86.2,1.78
1764,pessoa_2269,1990-01-18,M,61.4,1.77
1765,pessoa_4634,1957-08-21,M,84.2,1.7
1766,pessoa_4081,1990-07-18,F,82.1,1.75
1767,pessoa_2519,2006-01-17,F,53.3,1.6
1768,pessoa_2440,1986-05-01,M,64.8,1.76
1769,pessoa_4038,1990-07-22,F,48.4,1.58
1770,pessoa_1894,1988-07-22,M,71.8,1.83
1771,pessoa_4245,1984-02-22,M,106.3,1.66
1772,pessoa_4830,1940-05-22,F,34.6,1.53
1773,pessoa_2641,2006-02-08,F,65.0,1.64
1774,pessoa_195,2016-05-28,F,33.5,1.33
1775,pessoa_1475,1993-12-21,F,104.5,1.59
1776,pessoa_4617,1965-04-23,F,62.2,1.55
1777,pessoa_1212,1995-02-14,M,71.0,1.62
1778,pessoa_2439,2010-04-02,M,59.0,1.51
1779,pessoa_1658,2006-10-28,M,59.4,1.7
1780,pessoa_2701,1977-02-01,F,59.1,1.66
1781,pessoa_3083,1967-07-05,F,44.0,1.56
1782,pessoa_2706,1966-06-11,F,71.4,1.69
1783,pessoa_4227,1987-06-09,F,54.6,1.61
1784,pessoa_2843,1978-11-30,M,63.9,1.72
1785,pessoa_2303,1998-12-08,F,75.2,1.56
1786,pessoa_1131,1972-01-26,M,116.2,1.76
1787,pessoa_1462,1981-08-18,M,87.6,1.82
1788,pessoa_277,2017-05-30,F,30.1,1.19
1789,pessoa_2223,2003-01-31,F,63.8,1.57
1790,pessoa_2332,2010-03-28,F,49.0,1.64
1791,pessoa_4323,1952-12-15,M,55.0,1.7
1792,pessoa_1303,2012-06-08,F,42.0,1.46
1793,pessoa_2518,1983-04-03,F,57.7,1.67
1794,pessoa_223,2021-01-06,F,23.8,1.09
1795,pessoa_2037,1987-10-22,F,62.5,1.64
1796,pessoa_1925,1967-06-05,M,67.2,1.75
1797,pessoa_574,2020-03-12,F,24.7,1.11
1798,pessoa_1237,1984-02-13,M,68.1,1.7
1799,pessoa_3545,1983-05-24,F,68.6,1.51
1800,pessoa_2134,1993-05-08,F,42.4,1.44
1801,pessoa_1335,1987-07-08,F,70.5,1.59
1802,pessoa_2458,2012-08-08,F,46.6,1.46
1803,pessoa_419,2021-11-20,M,29.2,1.02
1804,pessoa_4915,1961-01-23,M,73.3,1.7
1805,pessoa_1105,2012-08-09,F,46.5,1.4
1806,pessoa_258,2015-10-07,M,56.8,1.43
1807,pessoa_296,2019-06-05,M,23.1,1.05
1808,pessoa_2362,2002-11-04,M,73.5,1.81
1809,pessoa_387,2024-01-07,F,13.5,0.88
1810,pessoa_3309,1967-09-15,M,78.5,1.64
1811,pessoa_4014,1996-09-20,M,112.7,1.65
1812,pessoa_2232,2012-03-14,M,46.4,1.58
1813,pessoa_2555,2002-11-06,M,62.6,1.66
1814,pessoa_4336,1930-07-09,F,64.1,1.61
1815,pessoa_3516,1979-06-16,F,81.6,1.5
1816,pessoa_1840,1971-02-15,F,58.9,1.72
1817,pessoa_4385,1965-04-21,M,82.3,1.72
1818,pessoa_1564,1991-11-27,M,68.5,1.73
1819,pessoa_2016,1983-05-21,F,52.9,1.63
1820,pessoa_1401,1981-11-20,F,54.4,1.72
1821,pessoa_713,2023-08-01,M,13.5,0.81
1822,pessoa_2421,1970-08-29,F,59.5,1.74
1823,pessoa_2620,1981-10-16,F,51.0,1.55
1824,pessoa_210,2018-09-16,M,24.7,1.17
1825,pessoa_4945,1955-10-14,M,71.5,1.75
1826,pessoa_1290,1997-10-20,F,104.0,1.57
1827,pessoa_450,2025-04-02,M,8.7,0.74
1828,pessoa_4092,2006-03-11,M,56.5,1.66
1829,pessoa_2570,1989-08-13,F,81.5,1.6
1830,pessoa_1821,2010-05-12,F,45.9,1.57
1831,pessoa_959,2023-12-01,F,14.7,0.89
1832,pessoa_1794,2004-07-29,M,58.2,1.63
1833,pessoa_4787,1951-06-17,F,48.6,1.54
1834,pessoa_655,2020-03-30,F,26.2,1.17
1835,pessoa_2408,1972-11-10,F,84.4,1.59
1836,pessoa_3853,1972-04-13,F,84.6,1.6
1837,pessoa_1996,1979-08-22,F,126.0,1.7
1838,pessoa_1761,1970-06-12,F,81.0,1.72
1839,pessoa_2355,1972-12-17,M,102.1,1.7
1840,pessoa_2742,2003-09-17,M,74.1,1.74
1841,pessoa_2618,1981-04-17,F,47.4,1.57
1842,pessoa_412,2021-08-16,M,17.0,0.96
1843,pessoa_1775,2010-06-22,F,53.2,1.54
1844,pessoa_3979,1987-04-27,F,65.6,1.74
1845,pessoa_2187,2012-06-15,F,56.5,1.61
1846,pessoa_2380,1968-12-19,M,94.7,1.76
1847,pessoa_3964,2011-07-19,M,42.7,1.37
1848,pessoa_4312,1935-08-16,F,75.9,1.51
1849,pessoa_4775,1966-03-18,F,64.2,1.57
1850,pessoa_3703,1997-12-06,M,63.7,1.7
1851,pessoa_3973,1968-09-29,F,66.6,1.63
1852,pessoa_4766,1954-05-26,F,92.1,1.54
1853,pessoa_3559,2014-01-23,F,61.3,1.49
1854,pessoa_4111,1983-01-10,F,60.9,1.58
1855,pessoa_3498,1996-02-15,M,104.2,1.71
1856,pessoa_3766,1995-10-27,F,45.4,1.49
1857,pessoa_431,2018-11-08,F,27.6,1.25
1858,pessoa_4485,1953-07-29,F,64.4,1.54
1859,pessoa_2322,1968-06-20,F,69.6,1.69
1860,pessoa_1367,1985-08-01,M,66.6,1.68
1861,pessoa_1993,2005-11-06,M,73.4,1.71
1862,pessoa_2852,1971-08-14,M,46.8,1.76
1863,pessoa_1177,2004-08-03,M,95.1,1.86
1864,pessoa_3529,1973-11-24,F,65.5,1.6
1865,pessoa_1477,1999-04-25,M,82.6,1.79
1866,pessoa_3741,2013-08-30,F,58.1,1.47
1867,pessoa_2046,1983-07-31,F,63.2,1.57
1868,pessoa_103,2021-07-14,M,15.7,1.01
1869,pessoa_4332,1948-08-07,F,52.9,1.46
1870,pessoa_2993,1994-07-25,M,68.0,1.74
1871,pessoa_1264,2006-05-13,M,95.5,1.78
1872,pessoa_2882,2011-09-25,F,49.4,1.58
1873,pessoa_3139,1995-06-06,F,65.8,1.65
1874,pessoa_3623,1983-04-03,F,62.5,1.7
1875,pessoa_3204,1978-06-24,M,86.4,1.86
1876,pessoa_4279,1950-05-24,M,68.7,1.62
1877,pessoa_3300,1970-09-21,F,59.9,1.65
1878,pessoa_4994,1941-03-06,M,83.1,1.78
1879,pessoa_3634,1982-08-06,F,62.1,1.57
1880,pessoa_1644,1998-10-29,M,60.3,1.7
1881,pessoa_4506,1958-02-28,F,51.3,1.57
1882,pessoa_1,2024-11-29,F,5.8,0.62
1883,pessoa_1581,1978-04-24,M,65.2,1.73
1884,pessoa_4423,1931-06-11,M,78.6,1.72
1885,pessoa_4117,1980-11-06,F,66.1,1.72
1886,pessoa_1357,2001-12-08,F,59.9,1.57
1887,pessoa_4202,1977-04-24,M,90.0,1.82
1888,pessoa_4575,1934-12-12,F,60.6,1.57
1889,pessoa_3734,1977-03-12,M,60.3,1.77
1890,pessoa_2026,2012-07-14,M,60.4,1.57
1891,pessoa_2219,1976-07-31,M,87.9,1.95
1892,pessoa_397,2019-08-10,M,24.4,1.06
1893,pessoa_4942,1952-10-27,M,67.6,1.64
1894,pessoa_1065,2003-11-28,F,61.1,1.57
1895,pessoa_3081,2009-05-21,F,42.8,1.57
1896,pessoa_2154,1991-05-26,F,56.1,1.56
1897,pessoa_819,2015-10-17,M,47.1,1.4
1898,pessoa_1813,1976-04-21,F,62.6,1.53
1899,pessoa_2553,2008-01-09,M,65.9,1.81
1900,pessoa_1553,1980-12-21,F,72.2,1.65
1901,pessoa_4048,1977-03-04,M,80.7,1.77
1902,pessoa_817,2015-05-16,F,32.0,1.4
1903,pessoa_1573,1977-12-30,M,57.9,1.68
1904,pessoa_4553,1936-08-08,M,82.2,1.75
1905,pessoa_1801,1980-06-11,M,80.3,1.79
1906,pessoa_4288,1932-02-15,F,75.5,1.65
1907,pessoa_382,2017-06-10,M,22.3,1.13
1908,pessoa_2875,2001-04-28,M,69.4,1.81
1909,pessoa_4348,1950-06-18,F,57.3,1.65
1910,pessoa_4627,1944-08-27,M,91.5,1.68
1911,pessoa_3504,2013-07-21,F,40.9,1.5
1912,pessoa_2312,1985-05-23,F,86.4,1.64
1913,pessoa_1781,1984-07-26,M,66.1,1.82
1914,pessoa_2727,1986-06-25,F,47.6,1.68
1915,pessoa_2438,1973-01-26,M,91.1,1.81
1916,pessoa_2334,1977-05-16,M,47.7,1.68
1917,pessoa_865,2020-09-25,M,15.9,1.06
1918,pessoa_3639,2000-09-15,F,70.2,1.72
1919,pessoa_3165,1998-05-26,M,83.8,1.58
1920,pessoa_555,2020-08-07,F,14.3,1.02
1921,pessoa_1160,1973-04-16,F,64.0,1.77
1922,pessoa_1214,1994-02-15,M,82.3,1.8
1923,pessoa_3761,1976-05-21,F,77.5,1.45
1924,pessoa_4214,1994-07-20,M,97.4,1.8
1925,pessoa_49,2016-12-07,M,30.5,1.39
1926,pessoa_2368,2007-09-22,M,74.6,1.76
1927,pessoa_701,2025-12-12,F,9.9,0.47
1928,pessoa_653,2015-11-10,M,32.7,1.34
1929,pessoa_3934,2003-12-04,F,66.6,1.55
1930,pessoa_4410,1935-02-10,M,80.9,1.69
1931,pessoa_3312,1983-03-07,F,67.4,1.65
1932,pessoa_749,2025-12-31,F,7.8,0.48
1933,pessoa_1456,2008-11-29,F,56.8,1.58
1934,pessoa_4196,1992-05-04,M,57.7,1.68
1935,pessoa_2390,1987-02-11,M,67.9,1.78
1936,pessoa_3495,1969-12-24,M,60.1,1.72
1937,pessoa_867,2022-09-12,M,15.9,0.92
1938,pessoa_753,2015-11-23,F,35.1,1.35
1939,pessoa_1645,1991-06-21,M,74.5,1.76
1940,pessoa_93,2025-04-19,F,6.2,0.72
1941,pessoa_4825,1962-11-10,F,55.0,1.49
1942,pessoa_3102,1987-04-13,M,62.9,1.6
1943,pessoa_2433,1992-01-23,M,124.3,1.83
1944,pessoa_2630,1968-04-25,M,54.8,1.7
1945,pessoa_1491,1971-10-26,M,81.8,1.73
1946,pessoa_2896,1999-07-24,F,69.9,1.63
1947,pessoa_2178,1996-06-29,M,54.9,1.62
1948,pessoa_730,2019-09-09,M,21.1,1.14
1949,pessoa_4760,1963-06-26,M,81.9,1.7
1950,pessoa_2472,2012-09-10,M,34.3,1.5
1951,pessoa_2243,1982-09-28,F,64.9,1.59
1952,pessoa_1937,1993-03-09,M,70.1,1.83
1953,pessoa_1746,1978-09-09,M,92.7,1.8
1954,pessoa_4747,1943-07-19,M,80.3,1.84
1955,pessoa_4374,1961-09-10,F,61.8,1.65
1956,pessoa_3492,1981-07-01,M,91.6,1.72
1957,pessoa_1111,2011-11-20,M,58.3,1.55
1958,pessoa_3338,1984-08-18,M,84.4,1.77
1959,pessoa_4033,1984-12-07,M,61.7,1.68
1960,pessoa_4472,1942-09-11,M,96.0,1.82
1961,pessoa_4158,2011-09-03,M,77.2,1.53
1962,pessoa_347,2024-09-29,F,8.8,0.73
1963,pessoa_1186,2000-06-28,F,77.8,1.68
1964,pessoa_4007,2004-04-21,F,69.8,1.59
1965,pessoa_1516,1979-03-26,F,77.3,1.74
1966,pessoa_4670,1945-11-27,M,66.2,1.62
1967,pessoa_579,2016-09-21,F,39.0,1.35
1968,pessoa_1965,1967-08-09,M,109.8,1.87
1969,pessoa_76,2021-07-31,M,15.2,0.94
1970,pessoa_1430,1986-05-22,F,96.5,1.69
1971,pessoa_3713,1985-06-23,F,74.6,1.71
1972,pessoa_4431,1936-11-11,M,77.7,1.67
1973,pessoa_2752,2001-03-24,M,86.2,1.87
1974,pessoa_4953,1945-10-21,F,67.3,1.5
1975,pessoa_1847,2006-10-30,F,45.6,1.66
1976,pessoa_132,2018-10-25,M,31.4,1.27
1977,pessoa_179,2020-02-09,F,20.9,1.1
1978,pessoa_2900,1989-04-15,F,81.5,1.59
1979,pessoa_4467,1949-03-31,M,63.1,1.6
1980,pessoa_4195,2006-08-09,M,76.2,1.62
1981,pessoa_2523,1989-02-08,F,61.1,1.68
1982,pessoa_1843,1990-10-17,F,75.1,1.69
1983,pessoa_2099,2008-07-15,F,50.9,1.48
1984,pessoa_3950,2012-03-05,F,50.3,1.53
1985,pessoa_2374,1967-12-16,F,48.4,1.54
1986,pessoa_605,2019-07-25,F,21.3,1.07
1987,pessoa_2628,2002-12-29,M,84.0,1.89
1988,pessoa_26,2017-02-16,M,24.3,1.24
1989,pessoa_659,2019-03-30,F,34.0,1.21
1990,pessoa_4978,1960-12-07,F,52.0,1.58
1991,pessoa_3318,1999-02-19,F,76.1,1.66
1992,pessoa_3869,1978-10-15,F,61.3,1.57
1993,pessoa_174,2025-03-22,M,7.6,0.72
1994,pessoa_1612,1967-04-06,M,75.5,1.7
1995,pessoa_438,2018-04-25,F,23.7,1.13
1996,pessoa_332,2020-08-28,M,21.2,1.15
1997,pessoa_3101,2006-05-03,F,72.9,1.78
1998,pessoa_1455,2000-02-19,F,72.4,1.67
1999,pessoa_343,2025-11-20,F,9.6,0.45
2000,pessoa_3210,1970-02-20,M,61.0,1.78
2001,pessoa_4577,1959-04-01,M,82.6,1.81
2002,pessoa_1089,1968-08-28,M,78.9,1.74
2003,pessoa_480,2020-08-05,M,16.1,0.97
2004,pessoa_728,2021-05-02,F,13.6,1.03
2005,pessoa_3784,1983-07-08,F,82.0,1.57
2006,pessoa_977,2018-06-29,F,23.4,1.15
2007,pessoa_3785,1968-01-19,F,94.0,1.68
2008,pessoa_2978,2011-01-24,M,52.0,1.68
2009,pessoa_1929,1971-03-18,M,66.3,1.71
2010,pessoa_1469,2013-09-13,F,49.9,1.5
2011,pessoa_1225,1996-02-15,M,92.9,1.78
2012,pessoa_2857,1996-05-17,F,58.5,1.56
2013,pessoa_1953,1983-12-18,F,61.5,1.65
2014,pessoa_4831,1939-04-01,M,65.2,1.64
2015,pessoa_4501,1949-04-05,M,85.8,1.58
2016,pessoa_1893,1982-05-26,F,90.1,1.66
2017,pessoa_1300,1969-11-28,F,56.6,1.77
2018,pessoa_2991,2014-04-02,M,36.8,1.46
2019,pessoa_4600,1951-05-12,F,71.4,1.58
2020,pessoa_661,2016-03-29,M,34.9,1.38
2021,pessoa_4578,1935-12-03,F,68.9,1.68
2022,pessoa_4074,1993-09-24,M,74.3,1.65
2023,pessoa_2785,2012-02-23,F,43.5,1.46
2024,pessoa_4938,1947-12-23,F,58.3,1.59
2025,pessoa_3828,1988-09-13,F,59.9,1.57
2026,pessoa_2715,2006-07-06,M,70.0,1.69
2027,pessoa_4658,1952-02-06,F,53.1,1.6
2028,pessoa_268,2015-03-24,F,32.2,1.38
2029,pessoa_4443,1964-10-31,F,77.7,1.54
2030,pessoa_4960,1938-09-27,M,72.6,1.71
2031,pessoa_3373,1968-11-19,M,59.7,1.68
2032,pessoa_3596,1984-03-13,M,90.7,1.86
2033,pessoa_4317,1951-12-17,M,61.9,1.62
2034,pessoa_3723,2000-01-22,M,88.8,1.77
2035,pessoa_3407,2003-10-05,F,60.8,1.54
2036,pessoa_1279,2011-03-22,M,62.8,1.59
2037,pessoa_4641,1958-07-09,F,50.8,1.59
2038,pessoa_3918,1967-06-28,F,69.3,1.57
2039,pessoa_2679,1987-05-16,F,91.3,1.67
2040,pessoa_1622,2013-12-08,F,40.0,1.49
2041,pessoa_4104,2000-01-14,M,89.5,1.81
2042,pessoa_2858,1994-05-17,M,82.8,1.7
2043,pessoa_1897,1982-12-04,F,51.8,1.55
2044,pessoa_3925,2009-01-13,F,87.0,1.64
2045,pessoa_3015,2012-08-31,M,55.5,1.64
2046,pessoa_4439,1952-05-04,F,75.1,1.62
2047,pessoa_68,2024-01-14,F,17.8,0.93
2048,pessoa_2043,1975-08-15,M,60.2,1.67
2049,pessoa_2581,1988-11-16,F,48.3,1.56
2050,pessoa_3783,1980-03-30,M,62.8,1.74
2051,pessoa_3791,1990-12-09,M,102.8,1.67
2052,pessoa_821,2022-08-17,M,10.8,0.86
2053,pessoa_1227,1997-11-16,F,78.8,1.54
2054,pessoa_2992,1971-12-15,M,133.2,1.78
2055,pessoa_3133,1987-01-30,M,70.4,1.68
2056,pessoa_2744,1970-09-14,M,66.1,1.72
2057,pessoa_4458,1939-03-04,M,76.6,1.55
2058,pessoa_4270,1966-03-09,F,75.9,1.62
2059,pessoa_3350,2008-03-13,M,70.9,1.69
2060,pessoa_1144,1988-07-08,M,77.5,1.71
2061,pessoa_398,2014-09-05,F,34.8,1.47
2062,pessoa_2907,1994-02-17,M,69.9,1.59
2063,pessoa_4302,1943-07-12,F,52.4,1.52
2064,pessoa_2760,1998-09-08,M,85.3,1.8
2065,pessoa_1399,1999-07-09,M,79.9,1.73
2066,pessoa_1660,1990-05-16,F,48.1,1.66
2067,pessoa_980,2014-06-25,F,25.8,1.33
2068,pessoa_1299,2011-01-28,F,43.0,1.54
2069,pessoa_3556,2010-02-22,M,60.0,1.6
2070,pessoa_83,2021-03-29,F,15.2,1.05
2071,pessoa_4508,1954-03-22,M,98.8,1.73
2072,pessoa_2459,1970-01-25,M,46.0,1.63
2073,pessoa_3740,2006-06-28,M,65.3,1.62
2074,pessoa_3782,1973-10-05,F,55.3,1.63
2075,pessoa_2289,1980-04-11,M,84.4,1.62
2076,pessoa_424,2015-10-16,F,23.6,1.25
2077,pessoa_4340,1937-12-11,M,107.5,1.69
2078,pessoa_1905,1973-03-22,M,62.9,1.72
2079,pessoa_4539,1954-08-24,M,54.0,1.68
2080,pessoa_3353,2001-10-21,F,61.8,1.62
2081,pessoa_3103,1988-01-27,M,46.6,1.75
2082,pessoa_1566,1998-01-26,M,66.7,1.78
2083,pessoa_3356,1999-08-09,F,61.1,1.62
2084,pessoa_840,2021-12-12,F,22.5,0.97
2085,pessoa_501,2019-05-15,M,26.5,1.13
2086,pessoa_142,2024-04-19,F,12.0,0.82
2087,pessoa_1378,1981-06-14,M,63.5,1.76
2088,pessoa_3698,1978-10-20,M,59.9,1.75
2089,pessoa_2145,1981-06-27,M,91.1,1.65
2090,pessoa_1139,1969-04-21,F,46.7,1.51
2091,pessoa_2928,1976-08-01,F,64.5,1.62
2092,pessoa_1788,1987-01-26,M,109.6,1.81
2093,pessoa_3485,2004-05-16,M,72.2,1.65
2094,pessoa_551,2015-12-01,F,32.6,1.32
2095,pessoa_4907,1951-01-14,M,117.5,1.75
2096,pessoa_2020,1969-01-03,M,96.6,1.72
2097,pessoa_949,2020-06-28,M,24.0,1.02
2098,pessoa_2601,1970-06-17,F,71.8,1.6
2099,pessoa_533,2023-05-02,M,11.4,0.83
2100,pessoa_1830,2012-06-23,M,62.2,1.4
2101,pessoa_2918,1982-12-28,F,59.4,1.59
2102,pessoa_4419,1932-08-02,F,63.2,1.47
2103,pessoa_3872,1988-04-23,M,110.1,1.78
2104,pessoa_1603,1971-07-06,F,69.7,1.61
2105,pessoa_640,2023-09-01,F,13.3,0.85
2106,pessoa_4833,1936-05-07,M,70.7,1.65
2107,pessoa_968,2016-10-30,F,22.3,1.28
2108,pessoa_4238,1974-02-19,M,47.3,1.7
2109,pessoa_2698,1984-06-16,M,74.0,1.69
2110,pessoa_1684,2000-04-30,M,61.6,1.73
2111,pessoa_4471,1956-06-08,M,69.5,1.64
2112,pessoa_2343,1969-07-06,F,63.5,1.64
2113,pessoa_156,2023-03-21,F,14.8,0.93
2114,pessoa_2488,1986-03-19,M,80.8,1.76
2115,pessoa_4642,1952-12-31,F,55.5,1.58
2116,pessoa_1090,1971-03-21,F,104.1,1.72
2117,pessoa_2656,2005-06-17,F,65.4,1.56
2118,pessoa_4241,1977-10-24,M,118.7,1.79
2119,pessoa_289,2023-06-20,M,10.5,0.75
2120,pessoa_931,2019-07-08,M,26.5,1.2
2121,pessoa_2536,1997-11-25,M,106.1,1.78
2122,pessoa_4029,1990-05-22,F,49.7,1.58
2123,pessoa_3372,1987-01-18,F,58.1,1.52
2124,pessoa_4622,1963-03-29,F,51.6,1.65
2125,pessoa_3292,1989-01-20,M,65.9,1.59
2126,pessoa_943,2023-08-03,F,17.5,0.8
2127,pessoa_3860,1971-08-30,M,105.2,1.66
2128,pessoa_4663,1935-06-09,F,74.7,1.64
2129,pessoa_1699,1989-05-30,F,70.0,1.7
2130,pessoa_4709,1948-12-16,F,70.8,1.68
2131,pessoa_3201,1972-08-31,M,48.6,1.52
2132,pessoa_4602,1949-08-19,M,76.6,1.78
2133,pessoa_4609,1948-10-25,F,80.1,1.62
2134,pessoa_986,2014-12-04,M,58.0,1.44
2135,pessoa_3319,2006-03-24,M,60.1,1.61
2136,pessoa_2868,2007-10-05,F,54.8,1.65
2137,pessoa_4057,1987-01-02,M,92.5,1.68
2138,pessoa_4778,1944-12-02,M,88.7,1.65
2139,pessoa_982,2022-09-27,M,14.6,0.89
2140,pessoa_2493,2002-03-04,F,60.7,1.58
2141,pessoa_3793,1995-09-17,F,75.8,1.66
2142,pessoa_3549,1990-03-09,M,69.3,1.75
2143,pessoa_2943,1998-11-23,M,60.7,1.61
2144,pessoa_3528,1984-05-24,M,66.6,1.69
2145,pessoa_3846,1999-02-24,F,94.4,1.56
2146,pessoa_1458,1992-08-07,F,68.2,1.68
2147,pessoa_1396,1983-11-23,M,125.0,1.84
2148,pessoa_265,2020-05-18,M,19.5,1.15
2149,pessoa_4096,2006-12-15,M,77.8,1.71
2150,pessoa_930,2018-01-08,F,30.5,1.21
2151,pessoa_4872,1960-10-31,M,73.3,1.77
2152,pessoa_2693,1990-05-14,M,73.2,1.79
2153,pessoa_247,2016-06-22,M,27.6,1.32
2154,pessoa_3590,1991-07-25,F,93.8,1.81
2155,pessoa_1759,2010-06-14,M,53.4,1.56
2156,pessoa_4866,1931-06-19,F,68.8,1.56
2157,pessoa_2811,1997-09-14,F,80.4,1.62
2158,pessoa_924,2016-01-03,M,39.3,1.41
2159,pessoa_2881,1993-03-01,F,95.8,1.59
2160,pessoa_269,2023-11-25,F,19.6,0.9
2161,pessoa_670,2020-07-05,F,18.8,0.92
2162,pessoa_4476,1946-08-12,M,62.5,1.7
2163,pessoa_1911,2001-08-04,M,67.1,1.74
2164,pessoa_2986,2005-11-06,F,61.5,1.61
2165,pessoa_1153,2005-04-08,M,51.7,1.68
2166,pessoa_4818,1952-10-08,M,66.6,1.69
2167,pessoa_3456,1968-08-19,M,68.3,1.75
2168,pessoa_4242,1981-10-09,F,77.3,1.66
2169,pessoa_4550,1952-07-22,F,51.3,1.5
2170,pessoa_2173,1974-07-18,M,118.9,1.77
2171,pessoa_4516,1944-11-26,F,61.0,1.68
2172,pessoa_1916,1993-07-25,M,112.3,1.72
2173,pessoa_613,2016-12-22,F,30.3,1.34
2174,pessoa_2407,1976-03-03,F,104.5,1.6
2175,pessoa_4206,2008-01-23,F,64.5,1.65
2176,pessoa_1899,2005-07-31,M,105.4,1.76
2177,pessoa_1650,2008-12-06,M,60.2,1.74
2178,pessoa_2608,1995-10-20,F,59.9,1.71
2179,pessoa_259,2015-03-23,M,34.7,1.44
2180,pessoa_848,2016-05-29,F,30.9,1.28
2181,pessoa_4252,1944-03-18,M,52.3,1.75
2182,pessoa_1234,1990-08-01,M,95.9,1.63
2183,pessoa_1128,1986-08-18,F,57.9,1.66
2184,pessoa_1968,1975-06-19,F,63.6,1.61
2185,pessoa_559,2023-06-27,M,17.6,0.85
2186,pessoa_3906,1976-01-24,F,55.2,1.52
2187,pessoa_485,2017-07-01,M,25.1,1.35
2188,pessoa_1321,1986-08-08,F,52.0,1.63
2189,pessoa_3405,1982-04-29,M,75.2,1.65
2190,pessoa_8,2023-12-14,M,10.5,0.8
2191,pessoa_3280,1977-05-27,M,113.4,1.71
2192,pessoa_3190,1973-01-03,M,49.3,1.67
2193,pessoa_1451,1979-02-14,M,80.8,1.7
2194,pessoa_3981,1995-02-18,F,54.6,1.59
2195,pessoa_1815,1992-07-20,M,65.4,1.77
2196,pessoa_774,2021-08-13,F,11.3,0.8
2197,pessoa_1012,1988-01-29,M,65.1,1.71
2198,pessoa_2819,1975-08-22,F,65.2,1.65
2199,pessoa_3276,1993-11-21,F,74.0,1.68
2200,pessoa_1992,2008-06-16,F,60.4,1.65
2201,pessoa_1278,2007-01-15,M,63.1,1.76
2202,pessoa_1784,1978-04-30,F,81.3,1.61
2203,pessoa_3106,2008-05-30,F,61.9,1.5
2204,pessoa_447,2025-11-22,F,11.4,0.52
2205,pessoa_881,2022-07-09,F,14.9,0.94
2206,pessoa_4460,1962-11-02,F,74.0,1.47
2207,pessoa_782,2019-07-22,M,33.7,1.18
2208,pessoa_1750,1982-10-18,F,98.2,1.54
2209,pessoa_3389,1979-08-22,M,61.0,1.65
2210,pessoa_4882,1934-04-30,M,66.1,1.76
2211,pessoa_884,2021-10-17,M,13.2,0.86
2212,pessoa_2945,1971-10-05,F,91.6,1.65
2213,pessoa_1092,1989-01-14,F,68.9,1.65
2214,pessoa_4784,1960-03-07,M,104.2,1.86
2215,pessoa_532,2014-06-30,F,38.6,1.37
2216,pessoa_4023,1988-10-01,F,85.9,1.54
2217,pessoa_4422,1960-12-30,M,75.9,1.54
2218,pessoa_4099,2012-12-28,M,38.0,1.42
2219,pessoa_1728,1995-05-28,M,99.9,1.76
2220,pessoa_611,2024-01-31,M,11.8,0.89
2221,pessoa_571,2024-11-26,F,7.4,0.68
2222,pessoa_2672,1975-03-13,M,71.2,1.79
2223,pessoa_3719,1983-04-25,M,65.4,1.69
2224,pessoa_344,2023-11-18,M,19.0,0.98
2225,pessoa_3001,1969-06-03,M,99.2,1.83
2226,pessoa_3140,2012-03-23,M,54.0,1.68
2227,pessoa_435,2020-08-14,M,21.7,1.04
2228,pessoa_1904,2001-02-17,F,59.7,1.71
2229,pessoa_3805,1996-02-14,F,66.8,1.62
2230,pessoa_4777,1950-05-23,M,95.3,1.67
2231,pessoa_2070,1995-01-25,M,108.0,1.81
2232,pessoa_1538,1967-11-04,F,56.7,1.65
2233,pessoa_2253,1979-09-14,M,68.0,1.67
2234,pessoa_2347,2011-12-25,F,37.1,1.39
2235,pessoa_1518,2001-03-11,F,59.8,1.76
2236,pessoa_966,2023-12-24,F,12.8,0.9
